id,created_at,text
981972026930946050,2018-04-05 19:09:10,"What curious shape has NASA observed on the planet Saturn’s northernmost point?
1) Dodecahedron
2) Hexagon ✓
3) Triangle"
981971724374806528,2018-04-05 19:07:57,"Which of these words is considered a contronym?
1) Waste
2) Dart
3) Seed ✓"
981971557877764097,2018-04-05 19:07:18,"Before leaving office, what president's staff removed dozens of W's from White House keyboards?
1) Bill Clinton ✓
2) Richard Nixon
3) Ronald Reagan"
981971408719884289,2018-04-05 19:06:42,"Which of these MLB teams is one of only two located in the Mountain Time Zone?
1) Minnesota Twins
2) Arizona Diamondbacks ✓
3) Kansas City Royals"
981971335923601408,2018-04-05 19:06:25,"According to the cartoon's theme song, what made Clifford the Big Red Dog so big?
1) Acromegaly
2) Radiation
3) Emily Elizabeth's love ✓"
981970930875420673,2018-04-05 19:04:48,"The Golden Globe Awards are put on by what association?
1) Harlem Globetrotters
2) Hollywood Foreign Press ✓
3) Justice League"
981970803800576002,2018-04-05 19:04:18,"Humorous clips of mishaps in radio, TV and movies are known as what?
1) Bloopers ✓
2) Chump-ups
3) Squeeblets"
980975982743048193,2018-04-03 01:11:14,"Which movie features an actor named Edgar Allan Poe playing a character named Edgar Allan Poe?
1) The Crow
2) Night at the Museum
3) Monkeybone ✓"
980975729549733888,2018-04-03 01:10:14,"In which of the following musicals does the first Holy Roman Emperor appear?
1) Pippin ✓
2) Spamalot
3) Man of La Mancha"
980975486393253891,2018-04-03 01:09:16,"Which of these two-dimensional shapes has the most sides?
1) Chiliagon ✓
2) Octadecagon
3) Enneadecagon"
980975283418337280,2018-04-03 01:08:27,"In 1982 U.S. regulators began allowing American trains to phase out what?
1) Ham radios
2) Smoking cars
3) Cabooses ✓"
980975140937916416,2018-04-03 01:07:53,"Which of these video game consoles was released first?
1) Sony PlayStation
2) Sega Saturn ✓
3) Game Boy Color"
980975001112281093,2018-04-03 01:07:20,"Which of these demonstrates heliotropism?
1) Polarized sunglasses
2) Suntan lotion
3) Sunflowers ✓"
980974796048683008,2018-04-03 01:06:31,"Henry David Thoreau’s “Walden” detailed his cabin life in which state?
1) Massachusetts ✓
2) Vermont
3) New Hampshire"
980974656055398401,2018-04-03 01:05:58,"Pink Floyd’s “Dark Side of the Moon” most famously syncs with what movie?
1) The Empire Strikes Back
2) Apollo 13
3) The Wizard of Oz ✓"
980974486198636545,2018-04-03 01:05:17,"Which of these is a common synonym for instructional?
1) Didactic ✓
2) Diametric
3) Diacritic"
980974358175932419,2018-04-03 01:04:47,"On a map, Italy is often said to resemble what everyday item?
1) Boot ✓
2) Catcher's mitt
3) Wine glass"
980974230320943104,2018-04-03 01:04:16,"The area where one practices Japanese martial arts is often called what?
1) Dojo ✓
2) Department of Justice
3) DJ Tanner’s house"
980974096723972096,2018-04-03 01:03:44,"The phrase “hit the hay” generally means you are about to do what?
1) Speak in tongues
2) Slamdance
3) Sleep ✓"
980885428709490689,2018-04-02 19:11:24,"The title of a 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?
1) 99 Problems
2) Anaconda
3) Lose Yourself ✓"
980885128632328192,2018-04-02 19:10:13,"Which of these is NOT an ongoing award given to professional cartoonists?
1) Harvey
2) Reuben
3) Segar ✓"
980884886658715649,2018-04-02 19:09:15,"A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?
1) Walkout
2) Labor slowdown
3) Sit-down ✓"
980884782505742337,2018-04-02 19:08:50,"Project Star Gate was once a secret government program researching what?
1) Cryptozoology
2) Ghosts
3) ESP ✓"
980884539961724928,2018-04-02 19:07:52,"What band gets its name from an autobiography by an itinerant Welsh poet?
1) Pink Floyd
2) Supertramp ✓
3) Traveling Wilburys"
980884506646384642,2018-04-02 19:07:44,"What company’s New York Stock Exchange symbol is simply its name in all capitals?
1) IBM ✓
2) Nike
3) Visa"
980884187879223297,2018-04-02 19:06:28,"Tenzing Norgay is credited as one of the first two men to reach what place?
1) Top of Mt. Everest ✓
2) South Pole
3) North Pole"
980884043339268096,2018-04-02 19:05:54,"What ingredient is the difference between vanilla ice cream and French vanilla ice cream?
1) Crème fraîche
2) Egg yolk ✓
3) Rum"
980883889370562561,2018-04-02 19:05:17,"Las Vegas welcomes visitors with an iconic sign that declares the city is what?
1) Historic
2) Scenic
3) Fabulous ✓"
980883746441359360,2018-04-02 19:04:43,"What day of the week is named for the moon?
1) Monday ✓
2) Wednesday
3) Thursday"
980883611128909825,2018-04-02 19:04:11,"Which of these is a common type of truck?
1) Pick-up ✓
2) Put-down
3) Leave-there"
980883491591196678,2018-04-02 19:03:42,"Ignoring someone is also known as “giving them the cold” what?
1) Shoulder ✓
2) Pudding
3) Goblin"
980614713334738944,2018-04-02 01:15:41,"According to an infamous ’80s hoax, April Fools’ Day was created by a Roman court jester named what?
1) Kugel ✓
2) Constantine
3) Boskin"
980614320336883712,2018-04-02 01:14:07,"The capital city of which country sits at the southernmost latitude?
1) Uruguay ✓
2) Madagascar
3) Indonesia"
980614042422337537,2018-04-02 01:13:01,"Who owns the NFL record for consecutive playoff games with at least two touchdown passes?
1) Joe Flacco ✓
2) Joe Montana
3) Tom Brady"
980613844836999178,2018-04-02 01:12:14,"The music of Rick Astley played a direct role in bringing down the leader of what country?
1) Libya
2) Venezuela
3) Panama ✓"
980613660853899264,2018-04-02 01:11:30,"Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?
1) Sweden
2) Canada
3) Australia ✓"
980613496453980161,2018-04-02 01:10:51,"Which of these punctuation marks can be found in an interrobang?
1) Ampersand
2) Pound sign
3) Question mark ✓"
980613287359516672,2018-04-02 01:10:01,"Which of these figures is known for wearing a mackintosh?
1) Steve Jobs
2) Inspector Gadget ✓
3) Johnny Appleseed"
980613053048901633,2018-04-02 01:09:05,"The holiday of Passover commemorates events that took place in what ancient civilization?
1) Egypt ✓
2) Babylonia
3) Macedonia"
980612855660675072,2018-04-02 01:08:18,"What basketball term derives from a French phrase that circus acrobats used to shout?
1) Alley-oop ✓
2) Slam dunk
3) Airball"
980612709006929922,2018-04-02 01:07:43,"The notion that “Anything that can go wrong will go wrong” is popularly known as what?
1) Peter Principle
2) Murphy's Law ✓
3) Cider House Rule"
980612510918246400,2018-04-02 01:06:56,"A classic Shakespeare play details the doomed love between Romeo and who?
1) Juliet ✓
2) Jessica Simpson
3) Ms. Jackson"
980612346723872769,2018-04-02 01:06:17,"Snorkelers in the water are most likely to wear what on their feet?
1) Clown shoes
2) Stiletto heels
3) Swim fins ✓"
980252029644890112,2018-04-01 01:14:30,"Who was the last elected U.S. president to NOT hold office as either a Democrat or Republican?
1) Millard Fillmore ✓
2) Chester A. Arthur
3) Ulysses S. Grant"
980251754926346242,2018-04-01 01:13:25,"Mozart’s “The Marriage of Figaro” continues the story of what other opera?
1) The Barber of Seville ✓
2) Rigoletto
3) La Traviata"
980251608100626432,2018-04-01 01:12:50,"Which U.S. state's capital city is home to an NHL team?
1) Ohio ✓
2) Florida
3) Pennsylvania"
980251413057073152,2018-04-01 01:12:03,"Birders use what four-letter word to refer to hard-to-classify birds?
1) Anon
2) Spuh ✓
3) Drib"
980251240629264385,2018-04-01 01:11:22,"What kind of number is the decimal expansion of 1/7?
1) Endless but repeating ✓
2) Irrational
3) Ending"
980251061779869696,2018-04-01 01:10:39,"The song used in the viral Mannequin Challenge meme features a solo by what rapper?
1) Jay-Z
2) Gucci Mane ✓
3) 2 Chainz"
980250842241667072,2018-04-01 01:09:47,"What is the correct spelling of the bear family that has starred in hundreds of popular kids’ books?
1) Berensteen Bears
2) Berenstein Bears
3) Berenstain Bears ✓"
980250688109375488,2018-04-01 01:09:10,"Which of these jobs requires a training and testing period that takes about 34 months?
1) IKEA store manager
2) Louvre tour guide
3) London cab driver ✓"
980250271304552448,2018-04-01 01:07:31,"Which of these foods is NOT a type of onion?
1) Scallion
2) Shallot
3) Scallop ✓"
980250051057541120,2018-04-01 01:06:38,"Abraham Lincoln is known for wearing what kind of headgear?
1) Propeller cap
2) Stovepipe hat ✓
3) Supreme beanie"
980249925693984769,2018-04-01 01:06:09,"On Broadway, a “triple threat” is a person who sings, dances and what?
1) Acts ✓
2) Bakes cakes
3) Trains dogs"
979889043369578496,2018-03-31 01:12:08,"Painter Margaret Keane’s work directly inspired which cartoon series?
1) Jem and the Holograms
2) The Powerpuff Girls ✓
3) My Little Pony"
979888669229273088,2018-03-31 01:10:38,"The co-creator of the first baby monitor was recruited after his design of what?
1) Portable radio
2) Crib
3) Coffee table ✓"
979888471987970048,2018-03-31 01:09:51,"In 18th-century London, people mocked the first public user of which of these accessories?
1) Sunglasses
2) Umbrella ✓
3) Purse"
979888311274700800,2018-03-31 01:09:13,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?
1) Surgeon
2) Postal worker ✓
3) Airline pilot"
979888137810972672,2018-03-31 01:08:32,"The guitarist in the E Street Band starred in which television show?
1) The Sopranos ✓
2) The Practice
3) Rescue Me"
979887972014350336,2018-03-31 01:07:52,"Which of these is both a city in Morocco AND a common style of hat?
1) Kangol
2) Fez ✓
3) Tangier"
979887811229835264,2018-03-31 01:07:14,"What is the name of the scientific process that turns sugars into alcohol?
1) Fermentation ✓
2) Photosynthesis
3) Mutation"
979887655562502144,2018-03-31 01:06:37,"Which of these U.S. states is known for its panhandle?
1) Florida ✓
2) Iowa
3) Montana"
979887517968273408,2018-03-31 01:06:04,"In which of these sports can a player NOT get a strike?
1) Bowling
2) Baseball
3) Basketball ✓"
979887373029920768,2018-03-31 01:05:29,"In astronomical terms, what is the opposite of a full moon?
1) Fresh moon
2) New moon ✓
3) Hungry moon"
979887128078442497,2018-03-31 01:04:31,"In which of these places were rulers known as pharaohs?
1) Ancient Egypt ✓
2) Medieval Japan
3) Studio54"
979886985337819136,2018-03-31 01:03:57,"TGIF most commonly stands for “Thank God It’s” what?
1) Friday ✓
2) Frankenstein
3) Flavortown"
979798926973980672,2018-03-30 19:14:02,"Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?
1) Mr. Deeds
2) Grown Ups 2
3) Happy Gilmore ✓"
979798592494895104,2018-03-30 19:12:42,"What dog breed was named for a region in Germany and Poland?
1) Pomeranian ✓
2) Doberman Pinscher
3) Poodle"
979798423141539840,2018-03-30 19:12:02,"Which of these states borders the Hawkeye State?
1) The Volunteer State
2) The Peace Garden State
3) The Show Me State ✓"
979798228689399809,2018-03-30 19:11:16,"Sleeping through winter is hibernation, but sleeping through summer is called what?
1) Transolation
2) Estivation ✓
3) Decarburization"
979798047512293377,2018-03-30 19:10:32,"Which U.S. president’s middle name is Gamaliel?
1) Warren Harding ✓
2) James Polk
3) Rutherford Hayes"
979797909897170944,2018-03-30 19:10:00,"The Latin phrase “tempus fugit” literally translates to what?
1) Buyer beware
2) Come together
3) Time flies ✓"
979797719278587906,2018-03-30 19:09:14,"Thanks to the time it took to make, what movie was almost called “12 Years”?
1) Boyhood ✓
2) The LEGO Movie
3) Castaway"
979797558565527552,2018-03-30 19:08:36,"Which of these phrases is slang for a bad thing?
1) Dog’s breakfast ✓
2) Bee's knees
3) Cat's pajamas"
979797373827330048,2018-03-30 19:07:52,"When it comes to mail, what does the Z in “ZIP Code” stand for?
1) Zoom
2) Zero
3) Zone ✓"
979797190347456512,2018-03-30 19:07:08,"The Cy Young Award is given each year to Major League Baseball's best what?
1) Mascots
2) Fans
3) Pitchers ✓"
979526750630801408,2018-03-30 01:12:30,"The Smart Car started as a collaboration between a car company and what?
1) Watchmaker ✓
2) Website
3) Travel guide"
979526402285408256,2018-03-30 01:11:07,"According to Guinness World Records, the hit single containing the most words was recorded by what artist?
1) Eminem ✓
2) Krayzie Bone
3) Busta Rhymes"
979526229132021760,2018-03-30 01:10:26,"The U.S. founding father famous for his experiments with electricity was born in what city?
1) London
2) Boston ✓
3) Philadelphia"
979525966300139520,2018-03-30 01:09:23,"Which of these people is NOT an inductee into the Internet Hall of Fame?
1) Tim Berners-Lee
2) Al Gore
3) Steve Jobs ✓"
979525791989026816,2018-03-30 01:08:42,"The director of “Mad Max: Fury Road” also directed which of these movies?
1) Borat
2) Live Free or Die Hard
3) Babe: Pig in the City ✓"
979525653153370112,2018-03-30 01:08:09,"Who made the gaming console that indicated a breakdown with the “red ring of death?”`
1) Sony
2) Nintendo
3) Microsoft ✓"
979525437197037570,2018-03-30 01:07:17,"Which of these cat breeds gets its name from an island in Asia?
1) Balinese ✓
2) Persian
3) Siamese"
979525245051850752,2018-03-30 01:06:31,"In professional wrestling, bad guys are called “heels” and good guys are known as what?
1) Hands
2) Faces ✓
3) Torsos"
979525078860881922,2018-03-30 01:05:52,"Which of these animals provides a key ingredient in traditional mayonnaise?
1) Sheep
2) Chicken ✓
3) Cow"
979524946908143617,2018-03-30 01:05:20,"Which of these music genres peaked in popularity during the 1970s?
1) Doo-wop
2) Disco ✓
3) Rap"
979524776887832577,2018-03-30 01:04:40,"By definition, a person who cuts hair is often referred to as what?
1) Birder
2) Bugbear
3) Barber ✓"
979524642544279553,2018-03-30 01:04:08,"According to the old song “Row, Row, Row Your Boat,” life is but a what?
1) Dream ✓
2) Massive phoenix tattoo
3) Bitcoin scam"
979436027294175232,2018-03-29 19:12:00,"Which of these is NOT a kind of apple?
1) Dog’s Snout
2) Bloody Ploughman
3) Everett's Knave ✓"
979435607444348930,2018-03-29 19:10:20,"What African nation gets its name from the Arabic for “The Islands”?
1) Madagascar
2) Algeria ✓
3) Comoros"
979435418704805889,2018-03-29 19:09:35,"In the heyday of the Mutoscope, where would you have been most likely to find one?
1) Horse racetrack
2) Amusement arcade ✓
3) Doctor’s office"
979435246780321792,2018-03-29 19:08:54,"What type of medical treatment gets its name from the Latin for “I shall please”?
1) Analgesic
2) Narcotic
3) Placebo ✓"
979435089124888576,2018-03-29 19:08:16,"Who directed the motion picture credited as the first to show a flushing toilet?
1) Alfred Hitchcock ✓
2) Frank Capra
3) John Waters"
979434909675806721,2018-03-29 19:07:34,"“Betteridge’s Law” is a famous observation about what?
1) Headlines ✓
2) Smartphone size
3) Cable news ratings"
979434757003120640,2018-03-29 19:06:57,"What was “Weird Al” Yankovic’s birth name?
1) Albert Yarborough
2) Alfred Yankovic ✓
3) Adam Iacopino"
979434599720857601,2018-03-29 19:06:20,"Which famous character does NOT grow larger by interacting with a mushroom?
1) Alice in Wonderland
2) Nintendo’s Mario
3) Thumbelina ✓"
979434451959795712,2018-03-29 19:05:45,"What pedal is usually missing from a car with automatic transmission?
1) Brake
2) Gas
3) Clutch ✓"
979434293901582336,2018-03-29 19:05:07,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?
1) Lone Survivors
2) Grand Slams
3) Final Four ✓"
979434156152238081,2018-03-29 19:04:34,"Militia soldiers in the American Revolutionary War were commonly called what?
1) Minutemen ✓
2) Millenniummen
3) Monthmen"
979434022341369857,2018-03-29 19:04:02,"What kind of salad normally contains the most lettuce?
1) Potato salad
2) Fruit salad
3) Caesar salad ✓"
979167415341846531,2018-03-29 01:24:38,"In “Dirty Dancing,” what does Patrick Swayze say right after declaring, “Nobody puts baby in a corner”?
1) Nobody
2) Ready?
3) Come on ✓"
979167096407019522,2018-03-29 01:23:22,"The creator of the first video game Easter egg shares his name with a lead actor in which film?
1) Stand by Me
2) Pee-wee's Big Adventure
3) Ishtar ✓"
979166837740011521,2018-03-29 01:22:20,"Which of these nations shares its border with the most countries?
1) Austria ✓
2) Bolivia
3) Mali"
979166623549489152,2018-03-29 01:21:29,"A crystal egg plays a key role in an ’80s film that had what working title?
1) White Boys Off the Lake ✓
2) A Boy's Life
3) Spaceman From Pluto"
979166402576863234,2018-03-29 01:20:37,"The founder of which of these startups has more Twitter followers than Mark Zuckerberg?
1) Dropbox
2) WhatsApp
3) Box ✓"
979166093125259264,2018-03-29 01:19:23,"In an early scene in “WarGames,” Matthew Broderick grabs a textbook off of what arcade game?
1) Dig Dug ✓
2) Galaga
3) Zaxxon"
979165854171586561,2018-03-29 01:18:26,"Which of these songs does NOT feature an elaborate synthesizer solo?
1) “Jump” by Van Halen
2) “Subdivisions” by Rush
3) “Atomic” by Blondie ✓"
979165644619993089,2018-03-29 01:17:36,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?
1) Economics
2) Restructuring
3) Openness ✓"
979165438989959173,2018-03-29 01:16:47,"In the book “Ready Player One,” the hero's spacecraft is named after the author of what novel?
1) The Shining
2) A Scanner Darkly
3) Breakfast of Champions ✓"
979165230918926336,2018-03-29 01:15:57,"In the Eurythmics’ debut hit video, what color was the lead singer’s hair?
1) Orange ✓
2) Blonde
3) Pink"
979164973694967814,2018-03-29 01:14:56,"Which of these stars famously performed at the Berlin Wall before it began to fall?
1) Bruce Springsteen ✓
2) David Hasselhoff
3) Roger Waters"
979164686036840448,2018-03-29 01:13:47,"Which of these is NOT an example of a redundant acronym?
1) PIN number
2) ATM machine
3) PEZ dispenser ✓"
979164521221763072,2018-03-29 01:13:08,"What classic ’80s TV character was an alien from the planet Melmac?
1) ALF ✓
2) Alex P. Keaton
3) MacGyver"
979164328933937157,2018-03-29 01:12:22,"In the Spielberg film “E.T.”, what does E.T. stand for?
1) Extra Terrestrial ✓
2) Enchilada Thief
3) Earl Torgeson"
979164171525939200,2018-03-29 01:11:45,"What festive term also describes a hidden feature in a video game?
1) Easter egg ✓
2) Halloween candy bucket
3) Christmas sweater vest"
979073853057110019,2018-03-28 19:12:51,"When the U.N. declared 2016 “The International Year of Pulses,” it was to promote awareness of what?
1) Legumes ✓
2) Clean water
3) Heart health"
979073550056386560,2018-03-28 19:11:39,"The SNL cast member with the autobiography called “It’s Always Something” played what character?
1) Emily Litella ✓
2) Church Lady
3) Unfrozen Caveman Lawyer"
979073358829629440,2018-03-28 19:10:53,"In which of these places does the capital city NOT contain the name of the country?
1) Kuwait
2) Barbados ✓
3) Guatemala"
979073164142632960,2018-03-28 19:10:07,"Which is the title of an actual video game in the Grand Theft Auto series?
1) Beggar’s Bargain
2) Chinatown Wars ✓
3) Desperation Row"
979072991182106625,2018-03-28 19:09:26,"Who was the first woman to serve as a Supreme Court justice?
1) Sandra Day O’Connor ✓
2) Madeleine Albright
3) Ruth Bader Ginsburg"
979072786126835714,2018-03-28 19:08:37,"On AFI’s list of greatest film heroes and villains, who played a character listed as both?
1) Anthony Hopkins
2) Arnold Schwarzenegger ✓
3) Gary Cooper"
979072612872736769,2018-03-28 19:07:55,"Which of these is NOT one of the two measurements in a blood pressure reading?
1) Diastolic
2) Hemostatic ✓
3) Systolic"
979072426725335040,2018-03-28 19:07:11,"Which of these is the correct spelling of 1,000 years?
1) Millenium
2) Millennium ✓
3) Milennium"
979072286107013120,2018-03-28 19:06:37,"Which of these is the name of a piece of furniture AND a vast historical empire?
1) Ottoman ✓
2) Credenza
3) Macedonian"
979072189390557184,2018-03-28 19:06:14,"By definition, a myopic person is considered what?
1) Mopey
2) Nearsighted ✓
3) Photographer"
979071968719798272,2018-03-28 19:05:22,"In an old expression, “what’s good for the goose” is also good for the what?
1) Gander ✓
2) People of Wakanda
3) Goose's social media"
979071736414121985,2018-03-28 19:04:26,"What is the main ingredient in ketchup?
1) Atlantic cod
2) Melted copper
3) Tomatoes ✓"
978802327019802631,2018-03-28 01:13:54,"Which of these celebrities owns an island near the location of the doomed Fyre Festival?
1) Ja Rule
2) Steve Martin
3) Tyler Perry ✓"
978801963528835072,2018-03-28 01:12:28,"According to ancient lore, what, if obtained, would bring good luck to wedding guests?
1) Something blue
2) Pieces of wedding gown ✓
3) First slice of cake"
978801797274984448,2018-03-28 01:11:48,"A famous 1945 short story is written from the point of view of which novel’s protagonist?
1) The Grapes of Wrath
2) Catch-22
3) The Catcher in the Rye ✓"
978801620250132481,2018-03-28 01:11:06,"In cooking, what do chefs set up before they make a meal?
1) Mise-en-chine
2) Mise-en-scène
3) Mise-en-place ✓"
978801425437417472,2018-03-28 01:10:19,"Which of these Broadway productions ran for the most shows?
1) Cats
2) Les Misérables
3) Chicago ✓"
978801232109297664,2018-03-28 01:09:33,"In AOL Instant Messenger, what default sound played when friends appeared online?
1) Door opening ✓
2) Car horn
3) Bicycle bell"
978801051078987776,2018-03-28 01:08:50,"The wigs worn by barristers in English courts are usually made with which kind of hair?
1) Equine ✓
2) Synthetic
3) Hominine"
978800868463202318,2018-03-28 01:08:06,"Which of these U.S. national parks is home to a supervolcano?
1) Yosemite
2) Zion
3) Yellowstone ✓"
978800677446209536,2018-03-28 01:07:21,"The flight recorder known as the airplane “black box” is typically what color?
1) Green
2) Black
3) Orange ✓"
978800506956021761,2018-03-28 01:06:40,"In arithmetic, how is a number squared?
1) Added to its reciprocal
2) Multiplied by itself ✓
3) Divided by antecedent"
978800236918464512,2018-03-28 01:05:36,"In book publishing, a novel with a soft cover is typically called what?
1) Paperback ✓
2) Pillow
3) Wimpy"
978800100242845697,2018-03-28 01:05:03,"Street art that involves spraying paint on walls is known as what?
1) Peter Griffin
2) Giraffe
3) Graffiti ✓"
978711419435839490,2018-03-27 19:12:40,"Which of these hit rock songs did NOT appear on a debut album?
1) Last Nite
2) Buddy Holly
3) Wonderwall ✓"
978711120444821506,2018-03-27 19:11:29,"Which of these Canadian territories stretches farthest north?
1) Nunavut ✓
2) Northwest Territories
3) Yukon"
978710883693203458,2018-03-27 19:10:32,"Which of these men has been knighted by the Queen of England?
1) Keith Richards
2) Hugh Grant
3) Rudy Giuliani ✓"
978710708039897088,2018-03-27 19:09:51,"What is the last spoken line in Samuel Beckett’s “Waiting for Godot”?
1) Yes, let’s go. ✓
2) Let's wait some more.
3) Is he coming?"
978710533091287045,2018-03-27 19:09:09,"In the Catholic Church, which of these is considered the most powerful?
1) Vicar general
2) Archbishop ✓
3) Archdeacon"
978710381374865408,2018-03-27 19:08:33,"“Tales from the Crypt” was originally on the same U.S. network as which show?
1) Full House
2) Fraggle Rock ✓
3) Animaniacs"
978710214584258566,2018-03-27 19:07:53,"What did now-defunct teen magazine YM stand for?
1) Your Magazine
2) Young Miss ✓
3) Yes Mademoiselle"
